Table Size,Algorithm,Comparator,Average Time (ns)
688,mixed,Price Ascending,7606750
691,mixed,Price Ascending,7628900
694,mixed,Price Ascending,7844675
697,mixed,Price Ascending,7824675
700,mixed,Price Ascending,7910100
703,mixed,Price Ascending,7664800
706,mixed,Price Ascending,9058600
709,mixed,Price Ascending,8053300
712,mixed,Price Ascending,8096750
715,mixed,Price Ascending,8749650
718,mixed,Price Ascending,8245366
721,mixed,Price Ascending,10563450
724,mixed,Price Ascending,8655075
727,mixed,Price Ascending,8164266
730,mixed,Price Ascending,8730825
733,mixed,Price Ascending,8951050
736,mixed,Price Ascending,8766366
739,mixed,Price Ascending,8860966
742,mixed,Price Ascending,8962150
745,mixed,Price Ascending,8931275
748,mixed,Price Ascending,9431725
751,mixed,Price Ascending,9243850
754,mixed,Price Ascending,9353700
757,mixed,Price Ascending,9509950
760,mixed,Price Ascending,9830425
763,mixed,Price Ascending,9498125
766,mixed,Price Ascending,11572850
769,mixed,Price Ascending,9478133
772,mixed,Price Ascending,11170125
775,mixed,Price Ascending,10220625
778,mixed,Price Ascending,9914775
781,mixed,Price Ascending,10195425
784,mixed,Price Ascending,10468033
787,mixed,Price Ascending,12436325
790,mixed,Price Ascending,10836150
793,mixed,Price Ascending,10179325
796,mixed,Price Ascending,10334425
799,mixed,Price Ascending,10710733
802,mixed,Price Ascending,11001800
805,mixed,Price Ascending,10635033
808,mixed,Price Ascending,11148075
811,mixed,Price Ascending,10746675
814,mixed,Price Ascending,10870525
817,mixed,Price Ascending,10955050
820,mixed,Price Ascending,11675150
823,mixed,Price Ascending,11213450
826,mixed,Price Ascending,11376250
829,mixed,Price Ascending,11699150
832,mixed,Price Ascending,11809000
835,mixed,Price Ascending,12868075
838,mixed,Price Ascending,12277000
841,mixed,Price Ascending,12577166
844,mixed,Price Ascending,12416566
847,mixed,Price Ascending,12917400
850,mixed,Price Ascending,12033833
853,mixed,Price Ascending,13369725
856,mixed,Price Ascending,12410933
859,mixed,Price Ascending,12307633
862,mixed,Price Ascending,12847350
865,mixed,Price Ascending,12816675
868,mixed,Price Ascending,13359125
871,mixed,Price Ascending,12605100
874,mixed,Price Ascending,12604633
877,mixed,Price Ascending,13181350
880,mixed,Price Ascending,12842975
883,mixed,Price Ascending,13506833
886,mixed,Price Ascending,13984425
889,mixed,Price Ascending,13491200
892,mixed,Price Ascending,13384025
895,mixed,Price Ascending,13977866
898,mixed,Price Ascending,13839050
901,mixed,Price Ascending,13749400
904,mixed,Price Ascending,14313975
907,mixed,Price Ascending,14015633
910,mixed,Price Ascending,14721300
913,mixed,Price Ascending,14144400
916,mixed,Price Ascending,14396650
919,mixed,Price Ascending,14330150
922,mixed,Price Ascending,14448400
925,mixed,Price Ascending,14420075
928,mixed,Price Ascending,14546050
931,mixed,Price Ascending,14949975
934,mixed,Price Ascending,15252566
937,mixed,Price Ascending,15165875
940,mixed,Price Ascending,14931633
943,mixed,Price Ascending,15436900
946,mixed,Price Ascending,15256275
949,mixed,Price Ascending,15749466
952,mixed,Price Ascending,16463266
955,mixed,Price Ascending,15414325
958,mixed,Price Ascending,16481200
961,mixed,Price Ascending,15310850
1,quick,Price Descending,25
4,quick,Price Descending,775
7,quick,Price Descending,2950
10,quick,Price Descending,4700
13,quick,Price Descending,7800
16,quick,Price Descending,10433
19,quick,Price Descending,15300
22,quick,Price Descending,18633
25,quick,Price Descending,10375
28,quick,Price Descending,12800
31,quick,Price Descending,15866
34,quick,Price Descending,18950
37,quick,Price Descending,26025
40,quick,Price Descending,25833
43,quick,Price Descending,29366
46,quick,Price Descending,33333
49,quick,Price Descending,43900
52,quick,Price Descending,45725
55,quick,Price Descending,27900
58,quick,Price Descending,32825
61,quick,Price Descending,33533
64,quick,Price Descending,36800
67,quick,Price Descending,43620
70,quick,Price Descending,44750
73,quick,Price Descending,47566
76,quick,Price Descending,57200
79,quick,Price Descending,55500
82,quick,Price Descending,60425
85,quick,Price Descending,64500
88,quick,Price Descending,68975
91,quick,Price Descending,73833
94,quick,Price Descending,83733
97,quick,Price Descending,84700
100,quick,Price Descending,93875
103,quick,Price Descending,95966
106,quick,Price Descending,102700
109,quick,Price Descending,108666
112,quick,Price Descending,153680
115,quick,Price Descending,124800
118,quick,Price Descending,152475
121,quick,Price Descending,148050
124,quick,Price Descending,147075
127,quick,Price Descending,156866
130,quick,Price Descending,159200
133,quick,Price Descending,173500
136,quick,Price Descending,177100
139,quick,Price Descending,186825
142,quick,Price Descending,199800
145,quick,Price Descending,232100
148,quick,Price Descending,252325
151,quick,Price Descending,242375
154,quick,Price Descending,244500
157,quick,Price Descending,269550
160,quick,Price Descending,260725
163,quick,Price Descending,268566
166,quick,Price Descending,283600
169,quick,Price Descending,306333
172,quick,Price Descending,341800
175,quick,Price Descending,354125
178,quick,Price Descending,323933
181,quick,Price Descending,333166
184,quick,Price Descending,355300
187,quick,Price Descending,369733
190,quick,Price Descending,367400
193,quick,Price Descending,392425
196,quick,Price Descending,473800
199,quick,Price Descending,416666
202,quick,Price Descending,432150
205,quick,Price Descending,441525
208,quick,Price Descending,459233
211,quick,Price Descending,622425
214,quick,Price Descending,493200
217,quick,Price Descending,518166
220,quick,Price Descending,523625
223,quick,Price Descending,558233
226,quick,Price Descending,694266
229,quick,Price Descending,612433
232,quick,Price Descending,663025
235,quick,Price Descending,614033
238,quick,Price Descending,591625
241,quick,Price Descending,668875
244,quick,Price Descending,647400
247,quick,Price Descending,731425
250,quick,Price Descending,830975
253,quick,Price Descending,688550
256,quick,Price Descending,722333
259,quick,Price Descending,948100
262,quick,Price Descending,765533
265,quick,Price Descending,803966
268,quick,Price Descending,823733
271,quick,Price Descending,813500
274,quick,Price Descending,942150
277,quick,Price Descending,833033
280,quick,Price Descending,1069475
283,quick,Price Descending,917700
286,quick,Price Descending,883875
289,quick,Price Descending,984033
292,quick,Price Descending,924400
295,quick,Price Descending,1060033
298,quick,Price Descending,991300
301,quick,Price Descending,1088325
304,quick,Price Descending,1111300
307,quick,Price Descending,1103433
310,quick,Price Descending,1120000
313,quick,Price Descending,1223275
316,quick,Price Descending,1209475
319,quick,Price Descending,1262950
322,quick,Price Descending,1318800
325,quick,Price Descending,1252475
328,quick,Price Descending,1216333
331,quick,Price Descending,1399425
334,quick,Price Descending,1323366
337,quick,Price Descending,1240166
340,quick,Price Descending,1429200
343,quick,Price Descending,1472900
346,quick,Price Descending,1327666
349,quick,Price Descending,1554050
352,quick,Price Descending,1709550
355,quick,Price Descending,1570450
358,quick,Price Descending,1430066
361,quick,Price Descending,1674125
364,quick,Price Descending,1793000
367,quick,Price Descending,1707900
370,quick,Price Descending,1896925
373,quick,Price Descending,1586600
376,quick,Price Descending,1743675
379,quick,Price Descending,1631100
382,quick,Price Descending,1825766
385,quick,Price Descending,2022075
388,quick,Price Descending,1870800
391,quick,Price Descending,1949466
394,quick,Price Descending,1961866
397,quick,Price Descending,1931666
400,quick,Price Descending,2335433
403,quick,Price Descending,5102375
406,quick,Price Descending,2161933
409,quick,Price Descending,2149966
412,quick,Price Descending,2020233
415,quick,Price Descending,2039733
418,quick,Price Descending,2392000
421,quick,Price Descending,2212900
424,quick,Price Descending,2332225
427,quick,Price Descending,2419625
430,quick,Price Descending,2361625
433,quick,Price Descending,2449625
436,quick,Price Descending,2202200
439,quick,Price Descending,2367100
442,quick,Price Descending,2452633
445,quick,Price Descending,2873225
448,quick,Price Descending,2749350
451,quick,Price Descending,2718850
454,quick,Price Descending,2701900
457,quick,Price Descending,2639400
460,quick,Price Descending,2466533
463,quick,Price Descending,2650233
466,quick,Price Descending,2762500
469,quick,Price Descending,2596775
472,quick,Price Descending,2853300
475,quick,Price Descending,3104125
478,quick,Price Descending,3006575
481,quick,Price Descending,3223750
484,quick,Price Descending,2911800
487,quick,Price Descending,3117800
490,quick,Price Descending,3125800
493,quick,Price Descending,3349950
496,quick,Price Descending,3221966
499,quick,Price Descending,3282225
502,quick,Price Descending,3405966
505,quick,Price Descending,3064633
508,quick,Price Descending,3353600
511,quick,Price Descending,3294866
514,quick,Price Descending,3608200
517,quick,Price Descending,3230533
520,quick,Price Descending,3452066
523,quick,Price Descending,4203900
526,quick,Price Descending,3513233
529,quick,Price Descending,3843133
532,quick,Price Descending,3634450
535,quick,Price Descending,3743666
538,quick,Price Descending,3963025
541,quick,Price Descending,3850225
544,quick,Price Descending,3981600
547,quick,Price Descending,4523350
550,quick,Price Descending,4000125
553,quick,Price Descending,3938966
556,quick,Price Descending,4038633
559,quick,Price Descending,4002333
562,quick,Price Descending,3997200
565,quick,Price Descending,4203166
568,quick,Price Descending,4233233
571,quick,Price Descending,4339866
574,quick,Price Descending,4673875
577,quick,Price Descending,4368800
580,quick,Price Descending,4496500
583,quick,Price Descending,4473066
586,quick,Price Descending,4681066
589,quick,Price Descending,4729200
592,quick,Price Descending,4768233
595,quick,Price Descending,4989925
598,quick,Price Descending,4973225
601,quick,Price Descending,5114250
604,quick,Price Descending,4783666
607,quick,Price Descending,5112750
610,quick,Price Descending,4917000
613,quick,Price Descending,4986000
616,quick,Price Descending,5282875
619,quick,Price Descending,5281375
622,quick,Price Descending,5496225
625,quick,Price Descending,5155300
628,quick,Price Descending,5378600
631,quick,Price Descending,6052375
634,quick,Price Descending,5655850
637,quick,Price Descending,7715000
640,quick,Price Descending,6046650
643,quick,Price Descending,5949925
646,quick,Price Descending,6154733
649,quick,Price Descending,7069875
652,quick,Price Descending,6097925
655,quick,Price Descending,6316900
658,quick,Price Descending,6578700
661,quick,Price Descending,6122175
664,quick,Price Descending,6535750
667,quick,Price Descending,5930100
670,quick,Price Descending,6831775
673,quick,Price Descending,7683600
676,quick,Price Descending,7177425
679,quick,Price Descending,6763033
682,quick,Price Descending,6879575
685,quick,Price Descending,6812025
688,quick,Price Descending,7540900
691,quick,Price Descending,7024900
694,quick,Price Descending,7014125
697,quick,Price Descending,6888600
700,quick,Price Descending,7322350
703,quick,Price Descending,7343575
706,quick,Price Descending,7325150
709,quick,Price Descending,6996575
712,quick,Price Descending,7163525
715,quick,Price Descending,7181700
718,quick,Price Descending,7301575
721,quick,Price Descending,7001233
724,quick,Price Descending,7165533
727,quick,Price Descending,7860075
730,quick,Price Descending,7678950
733,quick,Price Descending,7803925
736,quick,Price Descending,7732400
739,quick,Price Descending,8032000
742,quick,Price Descending,8518075
745,quick,Price Descending,8501650
748,quick,Price Descending,8047575
751,quick,Price Descending,8366175
754,quick,Price Descending,8312733
757,quick,Price Descending,8319475
760,quick,Price Descending,8350875
763,quick,Price Descending,8649700
766,quick,Price Descending,8713525
769,quick,Price Descending,8909200
772,quick,Price Descending,8771466
775,quick,Price Descending,8618400
778,quick,Price Descending,8865000
781,quick,Price Descending,8886875
784,quick,Price Descending,9149475
787,quick,Price Descending,9119125
790,quick,Price Descending,9088475
793,quick,Price Descending,9125800
796,quick,Price Descending,9138450
799,quick,Price Descending,9387875
802,quick,Price Descending,9478475
805,quick,Price Descending,9108433
808,quick,Price Descending,9433833
811,quick,Price Descending,9592225
814,quick,Price Descending,10145225
817,quick,Price Descending,9558850
820,quick,Price Descending,9836175
823,quick,Price Descending,10540250
826,quick,Price Descending,10574125
829,quick,Price Descending,9786125
832,quick,Price Descending,10350575
835,quick,Price Descending,10661150
838,quick,Price Descending,9960100
841,quick,Price Descending,10161850
844,quick,Price Descending,10378375
847,quick,Price Descending,10769350
850,quick,Price Descending,10637275
853,quick,Price Descending,12504250
856,quick,Price Descending,11607375
859,quick,Price Descending,13481175
862,quick,Price Descending,10305466
865,quick,Price Descending,10969675
868,quick,Price Descending,11297450
871,quick,Price Descending,11518100
874,quick,Price Descending,10929750
877,quick,Price Descending,11303675
880,quick,Price Descending,11424966
883,quick,Price Descending,11200175
886,quick,Price Descending,11636466
889,quick,Price Descending,11954975
892,quick,Price Descending,11775725
895,quick,Price Descending,12281800
898,quick,Price Descending,12535575
901,quick,Price Descending,12120333
904,quick,Price Descending,12462250
907,quick,Price Descending,12230400
910,quick,Price Descending,12246066
913,quick,Price Descending,12618850
916,quick,Price Descending,12907950
919,quick,Price Descending,12951975
922,quick,Price Descending,13167200
925,quick,Price Descending,12686975
928,quick,Price Descending,12863925
931,quick,Price Descending,12412466
934,quick,Price Descending,12836233
937,quick,Price Descending,13192375
940,quick,Price Descending,13179325
943,quick,Price Descending,13436525
946,quick,Price Descending,13225000
949,quick,Price Descending,14389266
952,quick,Price Descending,14158675
955,quick,Price Descending,13535300
958,quick,Price Descending,13737966
961,quick,Price Descending,14068175
1,insertion,Price Descending,0
4,insertion,Price Descending,125
7,insertion,Price Descending,200
10,insertion,Price Descending,250
13,insertion,Price Descending,300
16,insertion,Price Descending,400
19,insertion,Price Descending,425
22,insertion,Price Descending,525
25,insertion,Price Descending,500
28,insertion,Price Descending,600
31,insertion,Price Descending,600
34,insertion,Price Descending,800
37,insertion,Price Descending,725
40,insertion,Price Descending,750
43,insertion,Price Descending,825
46,insertion,Price Descending,900
49,insertion,Price Descending,950
52,insertion,Price Descending,1000
55,insertion,Price Descending,1250
58,insertion,Price Descending,1150
61,insertion,Price Descending,1200
64,insertion,Price Descending,1225
67,insertion,Price Descending,1475
70,insertion,Price Descending,1400
73,insertion,Price Descending,1425
