Table Size,Algorithm,Comparator,Average Time (ns)
1,quick,Price Ascending,100
4,quick,Price Ascending,4350
7,quick,Price Ascending,21880
10,quick,Price Ascending,47640
13,quick,Price Ascending,14375
16,quick,Price Ascending,19975
19,quick,Price Ascending,15675
22,quick,Price Ascending,23820
25,quick,Price Ascending,43520
28,quick,Price Ascending,20050
31,quick,Price Ascending,40466
34,quick,Price Ascending,60000
37,quick,Price Ascending,59166
40,quick,Price Ascending,36975
43,quick,Price Ascending,62750
46,quick,Price Ascending,72733
49,quick,Price Ascending,80366
52,quick,Price Ascending,49900
55,quick,Price Ascending,56233
58,quick,Price Ascending,71766
61,quick,Price Ascending,132150
64,quick,Price Ascending,82450
67,quick,Price Ascending,86500
70,quick,Price Ascending,144800
73,quick,Price Ascending,117640
76,quick,Price Ascending,66675
79,quick,Price Ascending,68400
82,quick,Price Ascending,65966
85,quick,Price Ascending,73800
88,quick,Price Ascending,76033
91,quick,Price Ascending,133000
94,quick,Price Ascending,149400
97,quick,Price Ascending,94100
100,quick,Price Ascending,103875
103,quick,Price Ascending,178366
106,quick,Price Ascending,187550
109,quick,Price Ascending,141633
112,quick,Price Ascending,217400
115,quick,Price Ascending,228766
118,quick,Price Ascending,259200
121,quick,Price Ascending,276833
124,quick,Price Ascending,181725
127,quick,Price Ascending,172650
130,quick,Price Ascending,382400
133,quick,Price Ascending,467325
136,quick,Price Ascending,197033
139,quick,Price Ascending,211100
142,quick,Price Ascending,224033
145,quick,Price Ascending,235033
148,quick,Price Ascending,250450
151,quick,Price Ascending,244600
154,quick,Price Ascending,272100
157,quick,Price Ascending,304700
160,quick,Price Ascending,280500
163,quick,Price Ascending,298166
166,quick,Price Ascending,302200
169,quick,Price Ascending,352900
172,quick,Price Ascending,369666
175,quick,Price Ascending,385533
178,quick,Price Ascending,442400
181,quick,Price Ascending,383033
184,quick,Price Ascending,488500
187,quick,Price Ascending,446866
190,quick,Price Ascending,421200
193,quick,Price Ascending,432300
196,quick,Price Ascending,444633
199,quick,Price Ascending,486850
202,quick,Price Ascending,501700
205,quick,Price Ascending,489275
208,quick,Price Ascending,535033
211,quick,Price Ascending,669525
214,quick,Price Ascending,535300
217,quick,Price Ascending,558975
220,quick,Price Ascending,699100
223,quick,Price Ascending,633100
226,quick,Price Ascending,683975
229,quick,Price Ascending,631433
232,quick,Price Ascending,849550
235,quick,Price Ascending,666166
238,quick,Price Ascending,779925
241,quick,Price Ascending,933325
244,quick,Price Ascending,777000
247,quick,Price Ascending,939580
250,quick,Price Ascending,819733
253,quick,Price Ascending,755850
256,quick,Price Ascending,868775
259,quick,Price Ascending,831066
262,quick,Price Ascending,1204800
265,quick,Price Ascending,904475
268,quick,Price Ascending,844325
271,quick,Price Ascending,946033
274,quick,Price Ascending,951733
277,quick,Price Ascending,914700
280,quick,Price Ascending,1510550
283,quick,Price Ascending,946875
286,quick,Price Ascending,1100900
289,quick,Price Ascending,1021066
292,quick,Price Ascending,1117500
295,quick,Price Ascending,1046775
298,quick,Price Ascending,1454750
301,quick,Price Ascending,1200900
304,quick,Price Ascending,1526750
307,quick,Price Ascending,1165333
310,quick,Price Ascending,1339800
313,quick,Price Ascending,1202150
316,quick,Price Ascending,1382933
319,quick,Price Ascending,1385400
322,quick,Price Ascending,1233750
325,quick,Price Ascending,2188133
328,quick,Price Ascending,1381133
331,quick,Price Ascending,1664300
334,quick,Price Ascending,1518900
337,quick,Price Ascending,1469100
340,quick,Price Ascending,1551066
343,quick,Price Ascending,1600066
346,quick,Price Ascending,1900700
349,quick,Price Ascending,1584850
352,quick,Price Ascending,1553700
355,quick,Price Ascending,1752000
358,quick,Price Ascending,1789200
361,quick,Price Ascending,2690840
364,quick,Price Ascending,2143825
367,quick,Price Ascending,1838450
370,quick,Price Ascending,1859033
373,quick,Price Ascending,1893966
376,quick,Price Ascending,2080033
379,quick,Price Ascending,2017400
382,quick,Price Ascending,1779000
385,quick,Price Ascending,1840166
388,quick,Price Ascending,2261600
391,quick,Price Ascending,1863833
394,quick,Price Ascending,2083500
397,quick,Price Ascending,2074200
400,quick,Price Ascending,1961933
403,quick,Price Ascending,1975900
406,quick,Price Ascending,2316125
409,quick,Price Ascending,2152300
412,quick,Price Ascending,2243900
415,quick,Price Ascending,2441100
418,quick,Price Ascending,2399266
421,quick,Price Ascending,2481200
424,quick,Price Ascending,2706850
427,quick,Price Ascending,2335366
430,quick,Price Ascending,2293400
433,quick,Price Ascending,2805725
436,quick,Price Ascending,3152833
439,quick,Price Ascending,2866225
442,quick,Price Ascending,2806533
445,quick,Price Ascending,2574733
448,quick,Price Ascending,3097575
451,quick,Price Ascending,3084766
454,quick,Price Ascending,3450800
457,quick,Price Ascending,2851833
460,quick,Price Ascending,3318300
463,quick,Price Ascending,3580366
466,quick,Price Ascending,2974933
469,quick,Price Ascending,3121225
472,quick,Price Ascending,3125925
475,quick,Price Ascending,2925925
478,quick,Price Ascending,3171500
481,quick,Price Ascending,3326950
484,quick,Price Ascending,3029200
487,quick,Price Ascending,3228600
490,quick,Price Ascending,3071025
493,quick,Price Ascending,3388733
496,quick,Price Ascending,3210025
499,quick,Price Ascending,3411633
502,quick,Price Ascending,3298433
505,quick,Price Ascending,3450300
508,quick,Price Ascending,3644675
511,quick,Price Ascending,3832500
514,quick,Price Ascending,3577325
517,quick,Price Ascending,3884050
520,quick,Price Ascending,3623900
523,quick,Price Ascending,3921875
526,quick,Price Ascending,3986000
529,quick,Price Ascending,5438775
532,quick,Price Ascending,6417900
535,quick,Price Ascending,5064000
538,quick,Price Ascending,4885966
541,quick,Price Ascending,4597466
544,quick,Price Ascending,5676875
547,quick,Price Ascending,4359266
550,quick,Price Ascending,4413900
553,quick,Price Ascending,4441266
556,quick,Price Ascending,4826075
559,quick,Price Ascending,4724475
562,quick,Price Ascending,4789675
565,quick,Price Ascending,4729800
568,quick,Price Ascending,4821050
571,quick,Price Ascending,4786300
574,quick,Price Ascending,4587700
577,quick,Price Ascending,5018050
580,quick,Price Ascending,5490200
583,quick,Price Ascending,4860025
586,quick,Price Ascending,5266775
589,quick,Price Ascending,5037150
592,quick,Price Ascending,5196200
595,quick,Price Ascending,5675433
598,quick,Price Ascending,6833275
601,quick,Price Ascending,6176033
604,quick,Price Ascending,6079333
607,quick,Price Ascending,6304000
610,quick,Price Ascending,7278975
613,quick,Price Ascending,5868833
616,quick,Price Ascending,6129040
619,quick,Price Ascending,5916400
622,quick,Price Ascending,5742875
625,quick,Price Ascending,6052733
628,quick,Price Ascending,5933300
631,quick,Price Ascending,6005233
634,quick,Price Ascending,6186475
637,quick,Price Ascending,6033975
640,quick,Price Ascending,6103975
643,quick,Price Ascending,6435425
646,quick,Price Ascending,6348825
649,quick,Price Ascending,6475100
652,quick,Price Ascending,6562050
655,quick,Price Ascending,6370866
658,quick,Price Ascending,6556725
661,quick,Price Ascending,7365850
664,quick,Price Ascending,6609875
667,quick,Price Ascending,6498633
670,quick,Price Ascending,6930400
673,quick,Price Ascending,6854275
676,quick,Price Ascending,6986225
679,quick,Price Ascending,7128625
682,quick,Price Ascending,7090025
685,quick,Price Ascending,7365375
688,quick,Price Ascending,7595100
691,quick,Price Ascending,7453850
694,quick,Price Ascending,7650725
697,quick,Price Ascending,7741700
700,quick,Price Ascending,7603575
703,quick,Price Ascending,8197633
706,quick,Price Ascending,7933033
709,quick,Price Ascending,7931000
712,quick,Price Ascending,8275100
715,quick,Price Ascending,8697666
718,quick,Price Ascending,8602025
721,quick,Price Ascending,7753533
724,quick,Price Ascending,9584800
727,quick,Price Ascending,8017966
730,quick,Price Ascending,8773150
733,quick,Price Ascending,8373050
736,quick,Price Ascending,8987350
739,quick,Price Ascending,8945866
742,quick,Price Ascending,8534933
745,quick,Price Ascending,10754550
748,quick,Price Ascending,9196066
751,quick,Price Ascending,9494250
754,quick,Price Ascending,8844250
757,quick,Price Ascending,9724525
760,quick,Price Ascending,9181900
763,quick,Price Ascending,8953225
766,quick,Price Ascending,9111466
769,quick,Price Ascending,10374525
772,quick,Price Ascending,10818475
775,quick,Price Ascending,9642866
778,quick,Price Ascending,11235466
781,quick,Price Ascending,9928350
784,quick,Price Ascending,9454633
787,quick,Price Ascending,10282600
790,quick,Price Ascending,9717825
793,quick,Price Ascending,9569150
796,quick,Price Ascending,9594366
799,quick,Price Ascending,10324325
802,quick,Price Ascending,10407975
805,quick,Price Ascending,9860975
808,quick,Price Ascending,10532600
811,quick,Price Ascending,10996266
814,quick,Price Ascending,11142800
817,quick,Price Ascending,11156066
820,quick,Price Ascending,10888633
823,quick,Price Ascending,10955000
826,quick,Price Ascending,10920600
829,quick,Price Ascending,10949633
832,quick,Price Ascending,11143500
835,quick,Price Ascending,11170725
838,quick,Price Ascending,11279575
841,quick,Price Ascending,12206033
844,quick,Price Ascending,11673375
847,quick,Price Ascending,11779666
850,quick,Price Ascending,12238450
853,quick,Price Ascending,11408666
856,quick,Price Ascending,11965150
859,quick,Price Ascending,11981933
862,quick,Price Ascending,12238375
865,quick,Price Ascending,10804400
868,quick,Price Ascending,11229375
871,quick,Price Ascending,11067533
874,quick,Price Ascending,11233900
877,quick,Price Ascending,12665150
880,quick,Price Ascending,11966325
883,quick,Price Ascending,11618925
886,quick,Price Ascending,11681433
889,quick,Price Ascending,11791025
892,quick,Price Ascending,11708275
895,quick,Price Ascending,12568750
898,quick,Price Ascending,12025900
901,quick,Price Ascending,12087266
904,quick,Price Ascending,12199225
907,quick,Price Ascending,12702300
910,quick,Price Ascending,12646100
913,quick,Price Ascending,14215666
916,quick,Price Ascending,14391766
919,quick,Price Ascending,15264475
922,quick,Price Ascending,15296833
925,quick,Price Ascending,14942533
928,quick,Price Ascending,16067625
931,quick,Price Ascending,15466375
934,quick,Price Ascending,15750725
937,quick,Price Ascending,15714850
940,quick,Price Ascending,15054950
943,quick,Price Ascending,15184133
946,quick,Price Ascending,15745425
949,quick,Price Ascending,15262400
952,quick,Price Ascending,15853800
955,quick,Price Ascending,15538566
958,quick,Price Ascending,16118200
961,quick,Price Ascending,16599033
1,insertion,Price Ascending,125
4,insertion,Price Ascending,300
7,insertion,Price Ascending,475
10,insertion,Price Ascending,600
13,insertion,Price Ascending,750
16,insertion,Price Ascending,850
19,insertion,Price Ascending,1000
22,insertion,Price Ascending,1175
25,insertion,Price Ascending,1300
28,insertion,Price Ascending,1650
31,insertion,Price Ascending,1675
34,insertion,Price Ascending,1800
37,insertion,Price Ascending,1975
40,insertion,Price Ascending,2075
43,insertion,Price Ascending,2325
46,insertion,Price Ascending,2400
49,insertion,Price Ascending,2675
52,insertion,Price Ascending,2700
55,insertion,Price Ascending,2875
58,insertion,Price Ascending,3050
61,insertion,Price Ascending,4450
64,insertion,Price Ascending,1700
67,insertion,Price Ascending,1725
70,insertion,Price Ascending,1800
73,insertion,Price Ascending,1925
76,insertion,Price Ascending,2500
79,insertion,Price Ascending,2125
82,insertion,Price Ascending,2125
85,insertion,Price Ascending,2300
88,insertion,Price Ascending,2625
91,insertion,Price Ascending,3050
94,insertion,Price Ascending,2550
97,insertion,Price Ascending,3525
100,insertion,Price Ascending,2650
103,insertion,Price Ascending,3425
106,insertion,Price Ascending,2950
109,insertion,Price Ascending,3150
112,insertion,Price Ascending,8100
115,insertion,Price Ascending,3150
118,insertion,Price Ascending,3925
121,insertion,Price Ascending,3400
124,insertion,Price Ascending,8225
127,insertion,Price Ascending,3650
130,insertion,Price Ascending,3625
133,insertion,Price Ascending,4075
136,insertion,Price Ascending,3750
139,insertion,Price Ascending,4000
142,insertion,Price Ascending,4400
145,insertion,Price Ascending,4200
148,insertion,Price Ascending,4450
151,insertion,Price Ascending,74750
154,insertion,Price Ascending,5300
157,insertion,Price Ascending,3600
160,insertion,Price Ascending,4025
163,insertion,Price Ascending,3600
166,insertion,Price Ascending,3775
169,insertion,Price Ascending,5025
172,insertion,Price Ascending,3900
175,insertion,Price Ascending,3850
178,insertion,Price Ascending,3900
181,insertion,Price Ascending,4025
184,insertion,Price Ascending,4100
187,insertion,Price Ascending,4300
190,insertion,Price Ascending,4950
193,insertion,Price Ascending,4675
196,insertion,Price Ascending,5275
199,insertion,Price Ascending,6800
202,insertion,Price Ascending,7575
205,insertion,Price Ascending,5400
208,insertion,Price Ascending,4800
211,insertion,Price Ascending,5025
214,insertion,Price Ascending,5650
217,insertion,Price Ascending,5000
220,insertion,Price Ascending,7650
223,insertion,Price Ascending,5450
226,insertion,Price Ascending,6425
229,insertion,Price Ascending,8000
232,insertion,Price Ascending,16225
235,insertion,Price Ascending,5950
238,insertion,Price Ascending,9100
241,insertion,Price Ascending,5600
244,insertion,Price Ascending,5675
247,insertion,Price Ascending,5925
250,insertion,Price Ascending,6675
253,insertion,Price Ascending,5750
256,insertion,Price Ascending,6725
259,insertion,Price Ascending,6825
262,insertion,Price Ascending,6425
265,insertion,Price Ascending,6500
268,insertion,Price Ascending,8075
271,insertion,Price Ascending,6200
274,insertion,Price Ascending,6625
277,insertion,Price Ascending,6600
280,insertion,Price Ascending,6425
283,insertion,Price Ascending,7000
286,insertion,Price Ascending,21000
289,insertion,Price Ascending,112375
292,insertion,Price Ascending,6825
295,insertion,Price Ascending,7375
298,insertion,Price Ascending,6725
301,insertion,Price Ascending,7775
304,insertion,Price Ascending,11625
307,insertion,Price Ascending,8533
310,insertion,Price Ascending,18925
313,insertion,Price Ascending,7675
316,insertion,Price Ascending,7750
319,insertion,Price Ascending,7550
322,insertion,Price Ascending,8450
325,insertion,Price Ascending,7500
328,insertion,Price Ascending,7925
331,insertion,Price Ascending,9425
334,insertion,Price Ascending,17375
337,insertion,Price Ascending,8275
340,insertion,Price Ascending,8400
343,insertion,Price Ascending,12825
346,insertion,Price Ascending,8200
349,insertion,Price Ascending,15400
352,insertion,Price Ascending,9150
355,insertion,Price Ascending,8575
358,insertion,Price Ascending,8725
361,insertion,Price Ascending,15050
364,insertion,Price Ascending,10366
367,insertion,Price Ascending,9400
370,insertion,Price Ascending,19750
373,insertion,Price Ascending,8875
376,insertion,Price Ascending,9675
379,insertion,Price Ascending,34525
382,insertion,Price Ascending,10150
385,insertion,Price Ascending,10150
388,insertion,Price Ascending,10275
391,insertion,Price Ascending,10100
394,insertion,Price Ascending,10550
397,insertion,Price Ascending,10725
400,insertion,Price Ascending,12100
403,insertion,Price Ascending,17925
406,insertion,Price Ascending,18600
409,insertion,Price Ascending,10525
412,insertion,Price Ascending,15425
415,insertion,Price Ascending,10475
418,insertion,Price Ascending,10800
421,insertion,Price Ascending,43400
424,insertion,Price Ascending,30400
427,insertion,Price Ascending,11900
430,insertion,Price Ascending,11325
433,insertion,Price Ascending,12800
436,insertion,Price Ascending,11225
439,insertion,Price Ascending,13025
442,insertion,Price Ascending,12100
445,insertion,Price Ascending,20625
448,insertion,Price Ascending,12875
451,insertion,Price Ascending,15850
454,insertion,Price Ascending,29775
457,insertion,Price Ascending,12425
460,insertion,Price Ascending,79925
463,insertion,Price Ascending,14400
466,insertion,Price Ascending,13175
469,insertion,Price Ascending,12750
472,insertion,Price Ascending,16500
475,insertion,Price Ascending,33675
478,insertion,Price Ascending,12925
481,insertion,Price Ascending,13825
484,insertion,Price Ascending,13675
487,insertion,Price Ascending,12750
490,insertion,Price Ascending,13925
493,insertion,Price Ascending,13250
496,insertion,Price Ascending,14575
499,insertion,Price Ascending,15300
502,insertion,Price Ascending,13700
505,insertion,Price Ascending,13575
508,insertion,Price Ascending,14200
511,insertion,Price Ascending,31375
514,insertion,Price Ascending,14450
517,insertion,Price Ascending,14550
520,insertion,Price Ascending,14475
523,insertion,Price Ascending,20750
526,insertion,Price Ascending,16225
529,insertion,Price Ascending,15000
532,insertion,Price Ascending,16250
535,insertion,Price Ascending,15675
538,insertion,Price Ascending,15300
541,insertion,Price Ascending,44950
544,insertion,Price Ascending,16725
547,insertion,Price Ascending,15825
550,insertion,Price Ascending,31450
553,insertion,Price Ascending,17850
556,insertion,Price Ascending,17000
559,insertion,Price Ascending,15525
562,insertion,Price Ascending,16350
565,insertion,Price Ascending,16200
568,insertion,Price Ascending,16200
571,insertion,Price Ascending,16400
574,insertion,Price Ascending,17375
577,insertion,Price Ascending,16200
580,insertion,Price Ascending,16150
583,insertion,Price Ascending,17025
586,insertion,Price Ascending,17625
589,insertion,Price Ascending,17950
592,insertion,Price Ascending,17450
595,insertion,Price Ascending,17575
598,insertion,Price Ascending,18533
601,insertion,Price Ascending,18100
604,insertion,Price Ascending,17000
607,insertion,Price Ascending,19850
610,insertion,Price Ascending,17825
613,insertion,Price Ascending,17066
616,insertion,Price Ascending,20075
619,insertion,Price Ascending,18000
622,insertion,Price Ascending,18150
625,insertion,Price Ascending,17825
628,insertion,Price Ascending,18333
631,insertion,Price Ascending,18900
634,insertion,Price Ascending,18525
637,insertion,Price Ascending,19250
640,insertion,Price Ascending,19300
643,insertion,Price Ascending,18500
646,insertion,Price Ascending,19650
649,insertion,Price Ascending,18150
652,insertion,Price Ascending,18600
655,insertion,Price Ascending,19500
658,insertion,Price Ascending,20000
661,insertion,Price Ascending,19650
664,insertion,Price Ascending,19125
667,insertion,Price Ascending,19325
670,insertion,Price Ascending,26725
673,insertion,Price Ascending,21050
676,insertion,Price Ascending,20266
679,insertion,Price Ascending,19325
682,insertion,Price Ascending,21100
685,insertion,Price Ascending,44075
688,insertion,Price Ascending,21150
691,insertion,Price Ascending,26150
694,insertion,Price Ascending,20375
697,insertion,Price Ascending,30725
700,insertion,Price Ascending,22250
703,insertion,Price Ascending,28550
706,insertion,Price Ascending,21000
709,insertion,Price Ascending,21275
712,insertion,Price Ascending,23100
715,insertion,Price Ascending,21125
718,insertion,Price Ascending,20800
721,insertion,Price Ascending,23725
724,insertion,Price Ascending,22775
727,insertion,Price Ascending,22675
730,insertion,Price Ascending,22275
733,insertion,Price Ascending,25225
736,insertion,Price Ascending,24275
739,insertion,Price Ascending,24325
742,insertion,Price Ascending,23800
745,insertion,Price Ascending,23075
748,insertion,Price Ascending,25375
751,insertion,Price Ascending,97875
754,insertion,Price Ascending,89525
757,insertion,Price Ascending,23775
760,insertion,Price Ascending,25875
763,insertion,Price Ascending,23433
766,insertion,Price Ascending,28525
769,insertion,Price Ascending,24500
772,insertion,Price Ascending,25550
775,insertion,Price Ascending,93875
778,insertion,Price Ascending,24000
781,insertion,Price Ascending,24950
784,insertion,Price Ascending,23600
787,insertion,Price Ascending,24575
790,insertion,Price Ascending,26200
793,insertion,Price Ascending,24800
796,insertion,Price Ascending,30650
799,insertion,Price Ascending,24150
802,insertion,Price Ascending,25475
805,insertion,Price Ascending,24950
808,insertion,Price Ascending,26150
811,insertion,Price Ascending,26725
814,insertion,Price Ascending,25875
817,insertion,Price Ascending,27275
820,insertion,Price Ascending,25700
823,insertion,Price Ascending,25125
826,insertion,Price Ascending,24600
829,insertion,Price Ascending,25500
832,insertion,Price Ascending,33033
835,insertion,Price Ascending,32875
838,insertion,Price Ascending,25100
841,insertion,Price Ascending,30525
844,insertion,Price Ascending,25366
847,insertion,Price Ascending,26300
850,insertion,Price Ascending,26425
853,insertion,Price Ascending,25850
856,insertion,Price Ascending,25700
859,insertion,Price Ascending,26650
862,insertion,Price Ascending,26900
865,insertion,Price Ascending,26400
868,insertion,Price Ascending,26900
871,insertion,Price Ascending,58125
874,insertion,Price Ascending,26150
877,insertion,Price Ascending,31125
880,insertion,Price Ascending,26725
883,insertion,Price Ascending,25400
886,insertion,Price Ascending,56050
889,insertion,Price Ascending,33325
892,insertion,Price Ascending,26650
895,insertion,Price Ascending,27350
898,insertion,Price Ascending,29000
901,insertion,Price Ascending,27100
904,insertion,Price Ascending,26675
907,insertion,Price Ascending,27925
910,insertion,Price Ascending,28475
913,insertion,Price Ascending,30500
916,insertion,Price Ascending,30775
919,insertion,Price Ascending,28700
922,insertion,Price Ascending,30725
925,insertion,Price Ascending,29200
928,insertion,Price Ascending,35625
931,insertion,Price Ascending,28700
934,insertion,Price Ascending,28766
937,insertion,Price Ascending,30350
940,insertion,Price Ascending,34250
943,insertion,Price Ascending,30950
946,insertion,Price Ascending,27700
949,insertion,Price Ascending,29325
952,insertion,Price Ascending,29366
955,insertion,Price Ascending,28500
958,insertion,Price Ascending,30666
961,insertion,Price Ascending,39000
1,mixed,Price Ascending,0
4,mixed,Price Ascending,175
7,mixed,Price Ascending,200
10,mixed,Price Ascending,325
13,mixed,Price Ascending,300
16,mixed,Price Ascending,400
19,mixed,Price Ascending,475
22,mixed,Price Ascending,550
25,mixed,Price Ascending,675
28,mixed,Price Ascending,13975
31,mixed,Price Ascending,9225
34,mixed,Price Ascending,12566
37,mixed,Price Ascending,15333
40,mixed,Price Ascending,16366
43,mixed,Price Ascending,18250
46,mixed,Price Ascending,21333
49,mixed,Price Ascending,24766
52,mixed,Price Ascending,41250
55,mixed,Price Ascending,31633
58,mixed,Price Ascending,35875
61,mixed,Price Ascending,48380
64,mixed,Price Ascending,43700
67,mixed,Price Ascending,42966
70,mixed,Price Ascending,50433
73,mixed,Price Ascending,52066
76,mixed,Price Ascending,63000
79,mixed,Price Ascending,60600
82,mixed,Price Ascending,68700
85,mixed,Price Ascending,73533
88,mixed,Price Ascending,79425
91,mixed,Price Ascending,84875
94,mixed,Price Ascending,84766
97,mixed,Price Ascending,102300
100,mixed,Price Ascending,103350
103,mixed,Price Ascending,150700
106,mixed,Price Ascending,133400
109,mixed,Price Ascending,131400
112,mixed,Price Ascending,129633
115,mixed,Price Ascending,134825
118,mixed,Price Ascending,154000
121,mixed,Price Ascending,156500
124,mixed,Price Ascending,163075
127,mixed,Price Ascending,166366
130,mixed,Price Ascending,179475
133,mixed,Price Ascending,207325
136,mixed,Price Ascending,232020
139,mixed,Price Ascending,223650
142,mixed,Price Ascending,305880
145,mixed,Price Ascending,253400
148,mixed,Price Ascending,247575
151,mixed,Price Ascending,249725
154,mixed,Price Ascending,290100
157,mixed,Price Ascending,270150
160,mixed,Price Ascending,332320
163,mixed,Price Ascending,315850
166,mixed,Price Ascending,342725
169,mixed,Price Ascending,827700
172,mixed,Price Ascending,870000
175,mixed,Price Ascending,338800
178,mixed,Price Ascending,374833
181,mixed,Price Ascending,376550
184,mixed,Price Ascending,404066
187,mixed,Price Ascending,390466
190,mixed,Price Ascending,534475
193,mixed,Price Ascending,437100
196,mixed,Price Ascending,489825
199,mixed,Price Ascending,488725
202,mixed,Price Ascending,483466
205,mixed,Price Ascending,558525
208,mixed,Price Ascending,512666
211,mixed,Price Ascending,555950
214,mixed,Price Ascending,560275
217,mixed,Price Ascending,572966
220,mixed,Price Ascending,703225
223,mixed,Price Ascending,703075
226,mixed,Price Ascending,590500
229,mixed,Price Ascending,650700
232,mixed,Price Ascending,876150
235,mixed,Price Ascending,2947780
238,mixed,Price Ascending,767550
241,mixed,Price Ascending,1209380
244,mixed,Price Ascending,724175
247,mixed,Price Ascending,860875
250,mixed,Price Ascending,825800
253,mixed,Price Ascending,781850
256,mixed,Price Ascending,807100
259,mixed,Price Ascending,898225
262,mixed,Price Ascending,888450
265,mixed,Price Ascending,915450
268,mixed,Price Ascending,952566
271,mixed,Price Ascending,893275
274,mixed,Price Ascending,981775
277,mixed,Price Ascending,947533
280,mixed,Price Ascending,926575
283,mixed,Price Ascending,1092325
286,mixed,Price Ascending,971000
289,mixed,Price Ascending,1089700
292,mixed,Price Ascending,1007233
295,mixed,Price Ascending,1161233
298,mixed,Price Ascending,1060725
301,mixed,Price Ascending,1221933
304,mixed,Price Ascending,1177900
307,mixed,Price Ascending,1265400
310,mixed,Price Ascending,1203333
313,mixed,Price Ascending,1212350
316,mixed,Price Ascending,1347025
319,mixed,Price Ascending,1201775
322,mixed,Price Ascending,1364400
325,mixed,Price Ascending,1279450
328,mixed,Price Ascending,1343366
331,mixed,Price Ascending,1531466
334,mixed,Price Ascending,1405125
337,mixed,Price Ascending,1576275
340,mixed,Price Ascending,1568625
343,mixed,Price Ascending,1469433
346,mixed,Price Ascending,1453000
349,mixed,Price Ascending,1651233
352,mixed,Price Ascending,1761833
355,mixed,Price Ascending,1603433
358,mixed,Price Ascending,1689475
361,mixed,Price Ascending,1650650
364,mixed,Price Ascending,2107475
367,mixed,Price Ascending,1795950
370,mixed,Price Ascending,1843033
373,mixed,Price Ascending,1965050
376,mixed,Price Ascending,1894750
379,mixed,Price Ascending,2573175
382,mixed,Price Ascending,2375333
385,mixed,Price Ascending,1976966
388,mixed,Price Ascending,1969700
391,mixed,Price Ascending,2251025
394,mixed,Price Ascending,2057966
397,mixed,Price Ascending,2086866
400,mixed,Price Ascending,2376025
403,mixed,Price Ascending,2153000
406,mixed,Price Ascending,2115675
409,mixed,Price Ascending,2133233
412,mixed,Price Ascending,2125133
415,mixed,Price Ascending,2142900
418,mixed,Price Ascending,2158800
421,mixed,Price Ascending,2613733
424,mixed,Price Ascending,2408033
427,mixed,Price Ascending,2527775
430,mixed,Price Ascending,2595266
433,mixed,Price Ascending,2654433
436,mixed,Price Ascending,2360000
439,mixed,Price Ascending,2490733
442,mixed,Price Ascending,2698000
445,mixed,Price Ascending,3041500
448,mixed,Price Ascending,2580800
451,mixed,Price Ascending,2730400
454,mixed,Price Ascending,2994433
457,mixed,Price Ascending,3356300
460,mixed,Price Ascending,2922200
463,mixed,Price Ascending,3249175
466,mixed,Price Ascending,3137425
469,mixed,Price Ascending,2839466
472,mixed,Price Ascending,3149600
475,mixed,Price Ascending,3398100
478,mixed,Price Ascending,3059150
481,mixed,Price Ascending,3394375
484,mixed,Price Ascending,3259466
487,mixed,Price Ascending,3149666
490,mixed,Price Ascending,3250233
493,mixed,Price Ascending,3374350
496,mixed,Price Ascending,3516300
499,mixed,Price Ascending,3222766
502,mixed,Price Ascending,3577466
505,mixed,Price Ascending,3998525
508,mixed,Price Ascending,3650166
511,mixed,Price Ascending,3575050
514,mixed,Price Ascending,3902550
517,mixed,Price Ascending,3419600
520,mixed,Price Ascending,4068250
523,mixed,Price Ascending,4149925
526,mixed,Price Ascending,3895925
529,mixed,Price Ascending,4391375
532,mixed,Price Ascending,3865933
535,mixed,Price Ascending,4320475
538,mixed,Price Ascending,4117225
541,mixed,Price Ascending,4273533
544,mixed,Price Ascending,4051766
547,mixed,Price Ascending,4245700
550,mixed,Price Ascending,4412200
553,mixed,Price Ascending,4783200
556,mixed,Price Ascending,4469966
559,mixed,Price Ascending,4581675
562,mixed,Price Ascending,4390700
565,mixed,Price Ascending,4721825
568,mixed,Price Ascending,4710833
571,mixed,Price Ascending,5027333
574,mixed,Price Ascending,4941025
577,mixed,Price Ascending,4767225
580,mixed,Price Ascending,4978225
583,mixed,Price Ascending,4882666
586,mixed,Price Ascending,5483200
589,mixed,Price Ascending,5015300
592,mixed,Price Ascending,5141100
595,mixed,Price Ascending,5469050
598,mixed,Price Ascending,5192700
601,mixed,Price Ascending,5513875
604,mixed,Price Ascending,5687525
607,mixed,Price Ascending,5512975
610,mixed,Price Ascending,5393566
613,mixed,Price Ascending,5702925
616,mixed,Price Ascending,5484233
619,mixed,Price Ascending,6004275
622,mixed,Price Ascending,6336375
625,mixed,Price Ascending,5790100
628,mixed,Price Ascending,6286525
631,mixed,Price Ascending,6148700
634,mixed,Price Ascending,6224200
637,mixed,Price Ascending,7634775
640,mixed,Price Ascending,6522766
643,mixed,Price Ascending,6621633
646,mixed,Price Ascending,6062166
649,mixed,Price Ascending,5861433
652,mixed,Price Ascending,6726675
655,mixed,Price Ascending,6872800
658,mixed,Price Ascending,6884550
661,mixed,Price Ascending,7035100
664,mixed,Price Ascending,7009225
667,mixed,Price Ascending,6997700
670,mixed,Price Ascending,7108775
673,mixed,Price Ascending,7353250
676,mixed,Price Ascending,7571175
679,mixed,Price Ascending,7663500
682,mixed,Price Ascending,7958225
685,mixed,Price Ascending,7775050
